''head'';884218:(1,1.0,[3])
duck;882316:(1,1.0,[0]);882359:(1,1.0,[0]);882416:(2,1.3,[0, 10]);882775:(1,1.0,[0]);883094:(1,1.0,[11]);883550:(1,1.0,[0]);884030:(1,1.0,[2]);884247:(1,1.0,[0]);884719:(1,1.0,[0]);885013:(2,1.3,[4, 17])
dud;884699:(1,1.0,[15]);884853:(1,1.0,[10]);885647:(1,1.0,[16])
duddi;883560:(2,1.3,[192, 195])
dude;882169:(1,1.0,[17]);882602:(1,1.0,[13]);883226:(1,1.0,[8]);883270:(1,1.0,[340]);883323:(1,1.0,[7]);883403:(1,1.0,[19]);883410:(1,1.0,[36]);883600:(1,1.0,[13]);883653:(1,1.0,[52]);883806:(1,1.0,[4]);883952:(1,1.0,[6]);883956:(1,1.0,[4]);883979:(1,1.0,[5]);884168:(1,1.0,[39]);884438:(1,1.0,[65]);885919:(1,1.0,[0]);885980:(1,1.0,[3])
dudley;885487:(1,1.0,[199])
dudstep;883340:(1,1.0,[15])
due;882375:(1,1.0,[37]);883039:(1,1.0,[19]);883530:(1,1.0,[9]);883547:(1,1.0,[15]);883662:(1,1.0,[15]);884603:(2,1.3,[217, 319]);884784:(1,1.0,[20]);884913:(1,1.0,[5]);884980:(1,1.0,[23]);885171:(1,1.0,[76]);885280:(3,1.48,[19, 62, 105]);885534:(1,1.0,[10]);885907:(1,1.0,[12])
duel;882778:(1,1.0,[31]);883818:(1,1.0,[161]);885907:(1,1.0,[20])
duet;882014:(1,1.0,[59]);882191:(2,1.3,[22, 26]);882386:(1,1.0,[10]);882446:(1,1.0,[11]);882623:(1,1.0,[60]);882829:(1,1.0,[4]);882965:(1,1.0,[315]);883144:(1,1.0,[12]);883244:(1,1.0,[11]);883368:(1,1.0,[13]);883409:(2,1.3,[494, 648]);883546:(3,1.48,[2, 28, 48]);883602:(2,1.3,[2, 22]);883689:(3,1.48,[0, 16, 19]);883752:(1,1.0,[6]);884360:(2,1.3,[0, 11]);884413:(1,1.0,[2]);884611:(1,1.0,[3]);884614:(1,1.0,[6]);884779:(1,1.0,[52]);884941:(1,1.0,[22]);884944:(1,1.0,[14]);884956:(1,1.0,[10]);885201:(1,1.0,[5]);885551:(2,1.3,[1, 8]);885924:(1,1.0,[57]);885997:(2,1.3,[1, 13]);886024:(1,1.0,[1]);886041:(1,1.0,[11]);886043:(2,1.3,[8, 20])
duff;884810:(1,1.0,[3])
dug;883260:(1,1.0,[7]);883455:(2,1.3,[98, 153])
duguid;884471:(1,1.0,[3])
duke;883376:(1,1.0,[39]);884829:(1,1.0,[29]);885535:(1,1.0,[2])
dulci;885924:(1,1.0,[0])
dulcim;885490:(1,1.0,[11])
dull;882305:(1,1.0,[85]);882409:(1,1.0,[23])
dum;882360:(1,1.0,[6])
dumb;882371:(1,1.0,[7]);885894:(3,1.48,[4, 12, 15])
dummi;883492:(1,1.0,[36])
dump;883049:(1,1.0,[55])
duncarron;883872:(1,1.0,[2])
dune;883098:(1,1.0,[1]);884538:(1,1.0,[16])
dunk;885487:(1,1.0,[65])
dunki;885487:(1,1.0,[66])
dunn;884958:(1,1.0,[10]);885028:(1,1.0,[4])
dunn';884958:(1,1.0,[6])
duo;881930:(1,1.0,[11]);882335:(1,1.0,[8]);882355:(1,1.0,[35]);882515:(2,1.3,[10, 21]);882715:(1,1.0,[212]);882800:(1,1.0,[30]);883449:(1,1.0,[12]);883560:(1,1.0,[23]);883684:(1,1.0,[11]);884023:(1,1.0,[16]);884244:(1,1.0,[14]);884887:(1,1.0,[26]);885924:(1,1.0,[110])
duper;882080:(1,1.0,[20])
duplic;882368:(1,1.0,[15]);883818:(1,1.0,[21])
durst;883598:(1,1.0,[25])
durufl;885179:(3,1.48,[34, 39, 52])
dusk;884878:(1,1.0,[0])
dust;881892:(1,1.0,[37]);882103:(1,1.0,[99]);885954:(1,1.0,[3])
dustspeck;882767:(1,1.0,[37])
dusy';882810:(1,1.0,[9])
dutch;883148:(1,1.0,[5]);883453:(1,1.0,[19]);883792:(1,1.0,[3])
dutchi;884404:(1,1.0,[1])
duti;882680:(1,1.0,[51]);883179:(1,1.0,[0]);885990:(1,1.0,[140])
dutilleux;883124:(3,1.48,[96, 106, 176])
dutti;885623:(1,1.0,[0])
dvd;881965:(1,1.0,[14]);882715:(1,1.0,[148]);883402:(2,1.3,[14, 36]);883610:(1,1.0,[5]);883702:(1,1.0,[83]);883750:(1,1.0,[39]);883854:(2,1.3,[7, 14]);884553:(1,1.0,[4]);884597:(1,1.0,[19]);884851:(1,1.0,[17]);884962:(1,1.0,[4]);885060:(1,1.0,[11]);885193:(1,1.0,[8]);885283:(1,1.0,[18]);885523:(1,1.0,[4]);885750:(2,1.3,[4, 17]);885824:(1,1.0,[20]);885830:(1,1.0,[16]);885916:(1,1.0,[5])
dvorak;882258:(1,1.0,[8]);883893:(6,1.78,[1263, 1293, 1343, 1925, 1955, 2004])
dwarv;885872:(1,1.0,[8])
dwele;884353:(1,1.0,[22])
dwelleth;882821:(1,1.0,[92])
dwight;882021:(2,1.3,[12, 15]);882213:(2,1.3,[8, 18]);885534:(1,1.0,[8])
dwonload;882009:(1,1.0,[13])
dwt;882035:(1,1.0,[8])
dy;883985:(1,1.0,[27]);885858:(1,1.0,[20])
dyer;883020:(1,1.0,[5])
dylan;882220:(1,1.0,[238]);882888:(1,1.0,[8]);883895:(1,1.0,[7]);884201:(1,1.0,[23]);884635:(1,1.0,[8]);885599:(1,1.0,[20]);885698:(1,1.0,[6]);885743:(2,1.3,[2, 5]);885831:(1,1.0,[7]);885867:(1,1.0,[31])
dynam;882136:(1,1.0,[13]);882174:(1,1.0,[46]);882355:(1,1.0,[34]);882498:(1,1.0,[101]);882842:(1,1.0,[11]);882965:(1,1.0,[134]);883380:(1,1.0,[27]);883851:(3,1.48,[14, 46, 164]);884075:(1,1.0,[26]);885010:(1,1.0,[20])
dynasti;882416:(1,1.0,[11]);883094:(1,1.0,[12])
dysfunct;882150:(1,1.0,[607])
dì;882771:(1,1.0,[8])
díaz;885027:(1,1.0,[76])
e'er;882947:(1,1.0,[77]);885924:(1,1.0,[47])
e'ssenti;883636:(1,1.0,[29])
e'ssential';883636:(1,1.0,[18])
eacut;882285:(1,1.0,[15]);883893:(5,1.7,[160, 667, 676, 678, 902])
eagerli;882355:(1,1.0,[32])
eagl;883382:(1,1.0,[13]);884912:(1,1.0,[9]);885476:(3,1.48,[3, 10, 12]);885909:(1,1.0,[0])
ear;881918:(1,1.0,[18]);881930:(1,1.0,[61]);881936:(1,1.0,[43]);882005:(1,1.0,[141]);882187:(1,1.0,[8]);882300:(1,1.0,[52]);882405:(1,1.0,[14]);882468:(1,1.0,[82]);882538:(1,1.0,[20]);882588:(1,1.0,[40]);882800:(1,1.0,[12]);882917:(1,1.0,[23]);882938:(1,1.0,[42]);883124:(2,1.3,[138, 163]);883251:(1,1.0,[16]);883403:(1,1.0,[8]);883413:(1,1.0,[14]);883429:(1,1.0,[17]);883491:(2,1.3,[3, 12]);883552:(1,1.0,[12]);883595:(1,1.0,[29]);883792:(2,1.3,[83, 129]);883815:(1,1.0,[17]);883818:(1,1.0,[64]);883932:(1,1.0,[13]);884023:(1,1.0,[58]);884059:(1,1.0,[23]);884204:(1,1.0,[75]);884243:(1,1.0,[6]);884639:(1,1.0,[48]);884736:(1,1.0,[77]);884765:(1,1.0,[12]);884881:(1,1.0,[20]);884984:(1,1.0,[195]);884987:(1,1.0,[8]);885169:(1,1.0,[14]);885344:(1,1.0,[34]);885464:(2,1.3,[60, 117]);885556:(1,1.0,[32]);885682:(1,1.0,[42]);885775:(1,1.0,[21]);885903:(1,1.0,[18]);885970:(2,1.3,[42, 43])
earbud;881936:(1,1.0,[37]);883469:(1,1.0,[51])
earl;882436:(1,1.0,[6]);882529:(1,1.0,[7]);882542:(1,1.0,[4]);882993:(1,1.0,[35]);885133:(1,1.0,[33])
earli;882062:(1,1.0,[79]);882220:(7,1.85,[398, 419, 564, 764, 1117, 1300, 1652]);882326:(1,1.0,[6]);882444:(1,1.0,[0]);882498:(1,1.0,[119]);882582:(1,1.0,[8]);882633:(1,1.0,[93]);882689:(1,1.0,[13]);883009:(1,1.0,[32]);883116:(1,1.0,[9]);883124:(1,1.0,[51]);883148:(1,1.0,[9]);883443:(1,1.0,[63]);883483:(2,1.3,[283, 441]);883549:(1,1.0,[8]);883759:(1,1.0,[17]);883851:(1,1.0,[121]);883853:(1,1.0,[123]);884323:(1,1.0,[11]);884454:(1,1.0,[5]);884467:(1,1.0,[26]);884607:(1,1.0,[7]);884751:(1,1.0,[27]);884771:(1,1.0,[16]);884829:(1,1.0,[31]);884889:(1,1.0,[71]);884890:(1,1.0,[40]);885268:(1,1.0,[11]);885322:(1,1.0,[6]);885360:(1,1.0,[8]);885408:(1,1.0,[9]);885463:(1,1.0,[15]);885635:(1,1.0,[6]);885670:(1,1.0,[73]);885794:(1,1.0,[10]);885817:(1,1.0,[3]);885854:(1,1.0,[7]);885936:(1,1.0,[49])
earlier;882150:(1,1.0,[48]);882180:(1,1.0,[7]);882305:(6,1.78,[7, 21, 29, 109, 138, 144]);882347:(1,1.0,[43]);882827:(1,1.0,[5]);883360:(1,1.0,[10]);883951:(1,1.0,[199]);884132:(1,1.0,[9]);884662:(1,1.0,[9]);885472:(1,1.0,[6]);885487:(1,1.0,[57]);885776:(1,1.0,[22]);885791:(1,1.0,[10]);885999:(1,1.0,[11]);886026:(2,1.3,[267, 390])
earlier';884269:(1,1.0,[11])
earliest;884410:(1,1.0,[6])
earn;884784:(1,1.0,[21])
earni;883734:(1,1.0,[26])
earp;882205:(1,1.0,[32])
earth;881949:(1,1.0,[47]);882078:(1,1.0,[4]);882099:(1,1.0,[31]);882108:(3,1.48,[24, 65, 66]);882546:(1,1.0,[58]);882701:(1,1.0,[29]);882947:(1,1.0,[166]);882979:(1,1.0,[111]);882999:(1,1.0,[32]);883012:(1,1.0,[7]);883075:(1,1.0,[132]);883110:(1,1.0,[25]);883314:(1,1.0,[2]);883653:(2,1.3,[21, 50]);883851:(1,1.0,[202]);883922:(1,1.0,[10]);884101:(1,1.0,[3]);884205:(1,1.0,[10]);884232:(2,1.3,[61, 126]);884309:(2,1.3,[1, 27]);884355:(1,1.0,[38]);884486:(2,1.3,[31, 109]);884568:(1,1.0,[13]);884693:(1,1.0,[2]);884726:(1,1.0,[40]);884733:(3,1.48,[5, 48, 107]);885105:(1,1.0,[92]);885139:(1,1.0,[1]);885146:(1,1.0,[7]);885168:(1,1.0,[24]);885194:(1,1.0,[10]);885662:(1,1.0,[2]);885760:(1,1.0,[13])
earth';885181:(1,1.0,[7])
earthi;882083:(1,1.0,[15]);882339:(1,1.0,[7])
earworm;884162:(1,1.0,[29])
eas;882106:(1,1.0,[2]);883221:(1,1.0,[10]);884240:(2,1.3,[3, 17])
easi;881910:(1,1.0,[10]);881937:(1,1.0,[9]);881960:(2,1.3,[10, 18]);881991:(1,1.0,[95]);882134:(1,1.0,[24]);882203:(1,1.0,[14]);882220:(2,1.3,[719, 1255]);882241:(1,1.0,[10]);882292:(1,1.0,[6]);882357:(1,1.0,[10]);882378:(1,1.0,[6]);882423:(1,1.0,[9]);882445:(1,1.0,[10]);882474:(1,1.0,[10]);882485:(1,1.0,[4]);882504:(1,1.0,[11]);882590:(1,1.0,[7]);882615:(1,1.0,[5]);882698:(1,1.0,[10]);882709:(1,1.0,[9]);882731:(1,1.0,[19]);882792:(1,1.0,[21]);882815:(1,1.0,[15]);882822:(1,1.0,[11]);882852:(1,1.0,[12]);882865:(2,1.3,[3, 10]);882915:(1,1.0,[101]);882965:(1,1.0,[686]);882994:(1,1.0,[12]);883002:(1,1.0,[22]);883018:(1,1.0,[9]);883177:(1,1.0,[7]);883224:(1,1.0,[9]);883272:(1,1.0,[12]);883285:(1,1.0,[7]);883303:(1,1.0,[18]);883410:(1,1.0,[4]);883428:(1,1.0,[10]);883455:(1,1.0,[281]);883478:(1,1.0,[23]);883491:(1,1.0,[8]);883539:(2,1.3,[9, 11]);883564:(1,1.0,[9]);883575:(1,1.0,[9]);883623:(1,1.0,[10]);883627:(1,1.0,[8]);883631:(1,1.0,[11]);883643:(1,1.0,[25]);883728:(1,1.0,[15]);883794:(1,1.0,[10]);883839:(2,1.3,[8, 11]);883871:(1,1.0,[45]);883985:(1,1.0,[0]);884111:(1,1.0,[13]);884190:(1,1.0,[10]);884195:(1,1.0,[26]);884200:(1,1.0,[7]);884304:(1,1.0,[12]);884336:(1,1.0,[5]);884346:(1,1.0,[12]);884363:(1,1.0,[8]);884385:(1,1.0,[27]);884389:(1,1.0,[12]);884393:(1,1.0,[4]);884461:(1,1.0,[8]);884608:(1,1.0,[15]);884727:(1,1.0,[10]);884828:(2,1.3,[10, 16]);884864:(1,1.0,[2]);884922:(1,1.0,[17]);884961:(1,1.0,[13]);884979:(1,1.0,[15]);885077:(1,1.0,[1]);885120:(1,1.0,[19]);885147:(1,1.0,[13]);885165:(1,1.0,[8]);885351:(1,1.0,[6]);885398:(1,1.0,[11]);885410:(1,1.0,[448]);885449:(1,1.0,[16]);885464:(1,1.0,[116]);885487:(1,1.0,[182]);885533:(1,1.0,[5]);885703:(3,1.48,[11, 14, 18]);885727:(1,1.0,[19]);885957:(1,1.0,[43]);886031:(1,1.0,[12])
easier;882572:(1,1.0,[6]);883460:(1,1.0,[14]);884059:(1,1.0,[17]);885170:(1,1.0,[82])
easili;881973:(1,1.0,[31]);882206:(1,1.0,[9]);882523:(1,1.0,[9]);882545:(1,1.0,[5]);882874:(1,1.0,[25]);882965:(1,1.0,[591]);883124:(1,1.0,[161]);883163:(1,1.0,[14]);883324:(1,1.0,[33]);883409:(2,1.3,[516, 670]);883483:(2,1.3,[253, 411]);883487:(1,1.0,[8]);883598:(1,1.0,[55]);883664:(1,1.0,[23]);883665:(1,1.0,[19]);883853:(1,1.0,[89]);883999:(1,1.0,[7]);884214:(1,1.0,[13]);884300:(1,1.0,[19]);884368:(1,1.0,[12]);884439:(1,1.0,[14]);884565:(1,1.0,[12]);884629:(1,1.0,[13]);884641:(1,1.0,[12]);884775:(1,1.0,[13]);884780:(1,1.0,[12]);884906:(1,1.0,[13]);884940:(1,1.0,[13]);884997:(1,1.0,[12]);885002:(1,1.0,[6]);885168:(1,1.0,[39]);885170:(2,1.3,[105, 367]);885199:(1,1.0,[4]);885371:(1,1.0,[20]);885970:(1,1.0,[45]);885990:(1,1.0,[180])
easiti;882663:(1,1.0,[30])
east;882931:(1,1.0,[10]);883436:(1,1.0,[12]);883888:(1,1.0,[27]);883920:(1,1.0,[29]);884872:(1,1.0,[4]);885410:(2,1.3,[349, 363])
easter;882300:(1,1.0,[74]);882612:(2,1.3,[0, 33]);883086:(2,1.3,[14, 25]);885064:(1,1.0,[27])
eastern;883756:(1,1.0,[12]);883920:(1,1.0,[25]);885681:(1,1.0,[17])
eastwood;885745:(1,1.0,[12])
eat;881892:(1,1.0,[36]);882220:(1,1.0,[72]);882705:(1,1.0,[0]);883374:(1,1.0,[29]);883780:(1,1.0,[33]);885549:(1,1.0,[0]);885985:(1,1.0,[18])
eater;883295:(1,1.0,[2]);885300:(2,1.3,[2, 19])
eb;884023:(1,1.0,[59])
eban;885063:(2,1.3,[2, 13])
ebay;882707:(1,1.0,[14])
ebben;883893:(1,1.0,[969])
ebonshir;881951:(1,1.0,[0])
ec;883409:(4,1.6,[12, 79, 481, 635])
echo;881905:(1,1.0,[1]);882545:(1,1.0,[1]);882895:(1,1.0,[36]);883503:(1,1.0,[13]);884440:(1,1.0,[11]);884891:(1,1.0,[1]);885152:(1,1.0,[182]);885245:(1,1.0,[66]);885853:(1,1.0,[23]);885956:(1,1.0,[1])
eck;884489:(1,1.0,[17])
eckankar;884489:(2,1.3,[6, 14])
eclect;881886:(1,1.0,[88]);883026:(1,1.0,[134]);884194:(1,1.0,[13]);885056:(1,1.0,[20]);885241:(1,1.0,[23])
eclips;882651:(1,1.0,[24]);884889:(1,1.0,[199]);885657:(1,1.0,[1])
econom;882150:(1,1.0,[181])
economi;882623:(1,1.0,[31])
ed;883498:(1,1.0,[7]);884496:(2,1.3,[8, 17])
eddi;882214:(2,1.3,[4, 23]);882888:(1,1.0,[5]);883586:(2,1.3,[13, 45]);884174:(1,1.0,[19]);884260:(1,1.0,[1])
eden;885985:(1,1.0,[0])
edg;882471:(1,1.0,[7]);882588:(1,1.0,[58]);882965:(1,1.0,[170]);883003:(1,1.0,[21]);883330:(1,1.0,[19]);883409:(3,1.48,[432, 485, 639]);883501:(1,1.0,[60]);883821:(1,1.0,[43]);883851:(9,1.95,[3, 10, 41, 50, 77, 120, 128, 197, 269]);884023:(2,1.3,[36, 47]);884351:(1,1.0,[11]);884733:(1,1.0,[92]);885332:(2,1.3,[1, 19]);885369:(1,1.0,[0]);885414:(1,1.0,[4]);885737:(1,1.0,[1])
edgi;881886:(1,1.0,[76]);882292:(1,1.0,[12]);882756:(1,1.0,[9]);882797:(1,1.0,[13]);884487:(1,1.0,[21])
edit;881904:(1,1.0,[4]);881990:(1,1.0,[2]);882037:(1,1.0,[5]);882211:(1,1.0,[107]);882235:(1,1.0,[3]);882358:(3,1.48,[13, 22, 105]);882397:(1,1.0,[2]);882438:(1,1.0,[2]);882498:(1,1.0,[117]);882513:(1,1.0,[2]);882635:(1,1.0,[2]);882650:(1,1.0,[5]);882846:(1,1.0,[7]);882953:(1,1.0,[2]);882954:(1,1.0,[12]);882955:(2,1.3,[4, 6]);882988:(1,1.0,[2]);883067:(1,1.0,[4]);883071:(1,1.0,[5]);883075:(1,1.0,[3]);883088:(1,1.0,[2]);883099:(1,1.0,[3]);883108:(1,1.0,[68]);883116:(1,1.0,[30]);883168:(1,1.0,[2]);883184:(1,1.0,[3]);883224:(1,1.0,[3]);883259:(1,1.0,[3]);883270:(1,1.0,[541]);883313:(1,1.0,[2]);883409:(8,1.9,[9, 42, 56, 68, 89, 341, 420, 757]);883432:(1,1.0,[4]);883533:(1,1.0,[5]);883714:(1,1.0,[3]);883717:(1,1.0,[9]);883902:(1,1.0,[6]);883947:(1,1.0,[2]);884014:(1,1.0,[7]);884016:(1,1.0,[2]);884070:(1,1.0,[2]);884135:(1,1.0,[5]);884176:(1,1.0,[2]);884297:(1,1.0,[2]);884338:(2,1.3,[3, 15]);884354:(1,1.0,[3]);884377:(1,1.0,[2]);884431:(1,1.0,[2]);884432:(1,1.0,[2]);884436:(1,1.0,[2]);884478:(1,1.0,[2]);884501:(1,1.0,[2]);884583:(1,1.0,[2]);884587:(1,1.0,[4]);884590:(1,1.0,[2]);884739:(1,1.0,[2]);884896:(1,1.0,[5]);884931:(1,1.0,[3]);885003:(1,1.0,[6]);885203:(1,1.0,[3]);885210:(1,1.0,[4]);885245:(1,1.0,[54]);885255:(1,1.0,[27]);885281:(1,1.0,[3]);885314:(1,1.0,[3]);885344:(1,1.0,[3]);885362:(1,1.0,[2]);885414:(1,1.0,[2]);885418:(1,1.0,[4]);885429:(1,1.0,[2]);885462:(1,1.0,[4]);885480:(3,1.48,[3, 29, 69]);885519:(1,1.0,[2]);885537:(1,1.0,[2]);885543:(1,1.0,[2]);885582:(1,1.0,[5]);885759:(1,1.0,[2]);885818:(1,1.0,[1]);885988:(1,1.0,[2]);885992:(1,1.0,[2]);886001:(1,1.0,[6])
edm;882998:(1,1.0,[53]);883522:(1,1.0,[11]);883662:(1,1.0,[21])
edmond;883851:(1,1.0,[53])
edmund;882315:(1,1.0,[1]);883825:(1,1.0,[1]);884403:(1,1.0,[1]);884790:(2,1.3,[13, 36])
edotkom;883729:(2,1.3,[3, 16])
educ;882672:(1,1.0,[12]);883411:(1,1.0,[12])
edvard;883618:(4,1.6,[83, 130, 237, 292]);883893:(3,1.48,[1385, 1417, 2077])
edward;883861:(1,1.0,[3]);883893:(2,1.3,[1705, 2365])
edwards';883980:(1,1.0,[4])
edwin;883556:(1,1.0,[76])
eebowai;885507:(1,1.0,[2])
eeeeeeeh;884196:(1,1.0,[21])
eeri;883333:(2,1.3,[222, 329]);884362:(2,1.3,[30, 53])
effect;882039:(1,1.0,[32]);882091:(1,1.0,[9]);882163:(1,1.0,[8]);882420:(1,1.0,[81]);882495:(1,1.0,[10]);882780:(1,1.0,[32]);882965:(1,1.0,[537]);882983:(1,1.0,[7]);883003:(1,1.0,[26]);883004:(1,1.0,[1]);883116:(1,1.0,[132]);883305:(1,1.0,[28]);883359:(1,1.0,[12]);883469:(1,1.0,[56]);884131:(2,1.3,[29, 37]);884192:(2,1.3,[271, 396]);884214:(1,1.0,[30]);884364:(2,1.3,[10, 19]);884440:(1,1.0,[13]);884706:(1,1.0,[6]);885170:(1,1.0,[119]);885245:(1,1.0,[67])
effort;881972:(2,1.3,[3, 31]);882220:(1,1.0,[272]);882261:(2,1.3,[11, 14]);882394:(1,1.0,[140]);882517:(1,1.0,[63]);883108:(1,1.0,[84]);883224:(2,1.3,[8, 16]);883333:(2,1.3,[251, 358]);883414:(1,1.0,[113]);883483:(1,1.0,[40]);883738:(1,1.0,[22]);883864:(1,1.0,[5]);883902:(1,1.0,[18]);883985:(1,1.0,[102]);884051:(2,1.3,[22, 30]);884599:(2,1.3,[34, 42]);884691:(1,1.0,[17]);884774:(2,1.3,[51, 89]);884913:(1,1.0,[16]);884920:(1,1.0,[53]);884986:(1,1.0,[57]);885152:(2,1.3,[433, 528]);885170:(1,1.0,[69]);885256:(1,1.0,[20]);885775:(1,1.0,[3])
effortless;882414:(1,1.0,[16])
effortlessli;885464:(2,1.3,[216, 247])
egomaniac;882502:(1,1.0,[18])
egrav;883893:(4,1.6,[581, 645, 692, 1315])
egypt;884146:(1,1.0,[1])
eh;883824:(1,1.0,[1]);884297:(1,1.0,[13])
ehh;883923:(1,1.0,[21])
eicha;884875:(1,1.0,[0])
eight;882094:(1,1.0,[21]);882394:(1,1.0,[26]);883270:(1,1.0,[616]);885799:(1,1.0,[19]);885957:(1,1.0,[48])
eight';885407:(1,1.0,[12])
eighteen;883875:(1,1.0,[6])
eighti;882031:(1,1.0,[11]);882062:(1,1.0,[80]);885792:(1,1.0,[8]);886026:(1,1.0,[3])
ein;883893:(1,1.0,[31]);884131:(1,1.0,[1])
einfach;884658:(1,1.0,[14])
einsam;883618:(1,1.0,[53])
eira;883372:(1,1.0,[3])
either;882020:(1,1.0,[12]);882100:(1,1.0,[7]);882103:(1,1.0,[97]);882478:(1,1.0,[28]);882534:(1,1.0,[7]);882539:(1,1.0,[14]);882569:(1,1.0,[14]);882734:(1,1.0,[28]);882745:(1,1.0,[15]);882874:(1,1.0,[33]);882911:(1,1.0,[7]);882951:(1,1.0,[117]);883006:(1,1.0,[8]);883380:(1,1.0,[38]);883465:(1,1.0,[24]);883492:(1,1.0,[72]);883570:(1,1.0,[24]);883625:(1,1.0,[11]);883654:(1,1.0,[2]);883871:(1,1.0,[23]);884192:(1,1.0,[159]);884238:(1,1.0,[23]);884426:(1,1.0,[27]);884702:(1,1.0,[27]);884854:(1,1.0,[7]);884887:(1,1.0,[10]);884889:(1,1.0,[21]);884903:(1,1.0,[9]);885181:(1,1.0,[10]);885384:(1,1.0,[31]);885392:(1,1.0,[10]);885556:(1,1.0,[16]);885564:(1,1.0,[31]);885766:(1,1.0,[16]);885798:(1,1.0,[15]);885988:(1,1.0,[12])
ej;882122:(1,1.0,[30])
ejoy;882765:(1,1.0,[34]);885001:(1,1.0,[58])
ekko;883018:(1,1.0,[4]);885818:(1,1.0,[4])
el;881952:(1,1.0,[4]);882206:(1,1.0,[14]);882305:(5,1.7,[5, 68, 90, 136, 142]);882458:(1,1.0,[29]);882558:(1,1.0,[19]);883318:(1,1.0,[18]);883893:(1,1.0,[1080]);884192:(1,1.0,[314]);884579:(1,1.0,[5]);884629:(1,1.0,[0]);884766:(1,1.0,[10]);884966:(2,1.3,[1, 64]);885896:(3,1.48,[27, 34, 63])
elabor;884786:(1,1.0,[12])
elba;882979:(1,1.0,[106])
elder;882979:(1,1.0,[37]);884434:(2,1.3,[4, 43])
electr;881964:(2,1.3,[0, 7]);882205:(1,1.0,[99]);882588:(1,1.0,[61]);882620:(1,1.0,[5]);882696:(1,1.0,[11]);882854:(2,1.3,[45, 73]);882965:(1,1.0,[173]);883039:(1,1.0,[1]);883044:(1,1.0,[14]);883415:(1,1.0,[65]);883469:(1,1.0,[68]);883486:(1,1.0,[3]);883536:(1,1.0,[70]);883668:(1,1.0,[9]);884011:(1,1.0,[5]);884420:(1,1.0,[0]);884718:(1,1.0,[30]);884915:(1,1.0,[15]);885280:(1,1.0,[134])
electrictwang;883668:(2,1.3,[5, 20])
electrifi;882800:(1,1.0,[7]);883096:(1,1.0,[121]);884477:(1,1.0,[30]);884984:(1,1.0,[180])
electro;882550:(1,1.0,[26]);882802:(1,1.0,[34]);883098:(1,1.0,[26]);884334:(2,1.3,[9, 24]);885661:(1,1.0,[6])
electrolytew;882150:(1,1.0,[603])
electroma;882270:(1,1.0,[38]);884392:(1,1.0,[14])
electron;882205:(2,1.3,[71, 255]);882478:(2,1.3,[33, 45]);882696:(1,1.0,[12]);882948:(1,1.0,[13]);883039:(2,1.3,[21, 24]);883469:(1,1.0,[11]);883665:(1,1.0,[22]);884350:(1,1.0,[33]);884362:(1,1.0,[10]);884448:(1,1.0,[7]);884533:(1,1.0,[4]);884785:(1,1.0,[16]);884877:(1,1.0,[13]);885096:(1,1.0,[59]);885156:(1,1.0,[13]);885392:(1,1.0,[6]);885615:(1,1.0,[31]);885829:(1,1.0,[6])
electronica;882223:(1,1.0,[14]);883137:(1,1.0,[21]);883738:(1,1.0,[11]);884356:(1,1.0,[14]);885466:(1,1.0,[18])
electroon;883939:(1,1.0,[4])
eleg;882257:(1,1.0,[7]);882345:(1,1.0,[12]);884984:(1,1.0,[144]);885056:(1,1.0,[21]);885410:(1,1.0,[50])
elektra;883536:(1,1.0,[152])
element;882005:(1,1.0,[187]);882134:(1,1.0,[11]);882695:(1,1.0,[35]);882802:(1,1.0,[41]);883096:(1,1.0,[13]);883312:(1,1.0,[10]);883415:(1,1.0,[47]);883690:(1,1.0,[1]);883861:(1,1.0,[18]);883951:(3,1.48,[31, 40, 174]);884055:(1,1.0,[15]);884088:(1,1.0,[22]);884880:(1,1.0,[15]);885004:(1,1.0,[21]);885152:(2,1.3,[213, 372])
eleph;883706:(1,1.0,[6])
elev;882005:(1,1.0,[195]);884376:(1,1.0,[5]);884690:(1,1.0,[11]);884759:(1,1.0,[5])
eleven;882325:(1,1.0,[13]);884320:(1,1.0,[4]);884603:(1,1.0,[183]);885487:(1,1.0,[164])
elfenbein;883110:(1,1.0,[4])
elfman;882662:(1,1.0,[13]);884062:(1,1.0,[7])
elgar;883893:(2,1.3,[1706, 2366])
eli;883355:(1,1.0,[7]);883492:(1,1.0,[25])
elicit;882122:(1,1.0,[7])
elimin;884192:(1,1.0,[131])
eliot;883409:(1,1.0,[318])
elis;882288:(1,1.0,[1]);883893:(1,1.0,[48])
elisabeth;883499:(1,1.0,[0])
elit;882220:(2,1.3,[878, 1414]);885487:(1,1.0,[17])
elitist;885687:(1,1.0,[0])
elizabeth;882328:(1,1.0,[11]);884733:(1,1.0,[58])
ella;882327:(3,1.48,[2, 6, 16]);884397:(2,1.3,[12, 17])
ellen';883893:(1,1.0,[117])
elliman';883409:(2,1.3,[493, 647])
ellington;882800:(1,1.0,[37]);883376:(1,1.0,[40]);884829:(1,1.0,[30])
elliot;885464:(1,1.0,[140]);885592:(1,1.0,[9])
ellipt;884271:(3,1.48,[0, 6, 18]);884344:(1,1.0,[12])
elm;885057:(2,1.3,[9, 15])
elmo';882703:(1,1.0,[1])
elmor;883409:(1,1.0,[437])
